id,warehouse_block,mode_of_shipment,cost_of_product,prior_purchases,product_importance,gender,discount_offered,weight_gms,customer_care_calls,customer_rating,reached_on_time,weight_bucket,high_value,discount_tier,warehouse_enc,shipment_enc,importance_enc,gender_enc
317,C,Ship,238,2,high,M,17,3358,4,2,1,Medium,0,Medium,2,2,2,1
318,F,Ship,273,4,medium,F,31,2373,4,5,1,Medium,1,High,4,2,1,0
319,D,Ship,200,2,medium,M,27,2551,3,1,1,Medium,0,Medium,3,2,1,1
320,F,Ship,213,4,low,M,39,2381,4,5,1,Medium,0,High,4,2,0,1
321,A,Ship,224,2,medium,F,15,2701,3,4,1,Medium,0,Medium,0,2,1,0
322,B,Ship,141,3,medium,M,12,1672,4,5,1,Light,0,Medium,1,2,1,1
323,C,Ship,150,3,low,M,46,1040,3,3,1,Light,0,High,2,2,0,1
324,F,Ship,192,2,low,M,33,2818,3,1,1,Medium,0,High,4,2,0,1
325,D,Ship,279,4,medium,F,24,3440,5,1,1,Medium,1,Medium,3,2,1,0
326,F,Ship,246,3,medium,M,30,3748,3,4,1,Medium,0,Medium,4,2,1,1
327,A,Ship,173,3,medium,M,52,1587,3,4,1,Light,0,High,0,2,1,1
328,B,Ship,233,4,medium,F,59,2358,4,4,1,Medium,0,High,1,2,1,0
329,C,Ship,274,2,medium,M,24,2423,5,1,1,Medium,1,Medium,2,2,1,1
330,F,Ship,243,4,medium,F,41,2782,4,5,1,Medium,0,High,4,2,1,0
331,D,Ship,197,3,medium,F,56,3427,3,4,1,Medium,0,High,3,2,1,0
332,F,Ship,140,3,high,F,46,1072,4,3,1,Light,0,High,4,2,2,0
333,A,Ship,215,3,medium,F,22,2585,3,5,1,Medium,0,Medium,0,2,1,0
334,B,Ship,211,3,medium,M,8,3710,3,4,1,Medium,0,Low,1,2,1,1
335,C,Ship,220,5,low,M,33,2854,4,2,1,Medium,0,High,2,2,0,1
336,F,Ship,194,4,low,M,64,2026,3,1,1,Medium,0,High,4,2,0,1
337,D,Ship,262,3,medium,F,58,3599,5,1,1,Medium,1,High,3,2,1,0
338,F,Ship,201,2,low,F,1,3147,4,4,1,Medium,0,Low,4,2,0,0
339,A,Ship,261,3,medium,M,15,2989,3,5,1,Medium,1,Medium,0,2,1,1
340,B,Ship,191,6,low,F,60,3425,4,4,1,Medium,0,High,1,2,0,0
341,C,Ship,255,5,medium,F,53,3775,2,5,1,Medium,1,High,2,2,1,0
342,F,Ship,169,2,high,M,30,1698,3,2,1,Light,0,Medium,4,2,2,1
343,D,Ship,162,2,medium,M,64,1918,4,5,1,Light,0,High,3,2,1,1
344,F,Ship,248,6,low,F,62,2750,2,5,1,Medium,0,High,4,2,0,0
345,A,Ship,197,4,low,F,2,2222,5,3,1,Medium,0,Low,0,2,0,0
346,B,Ship,264,3,low,M,6,2882,5,1,1,Medium,1,Low,1,2,0,1
347,C,Ship,260,2,medium,F,55,2791,5,5,1,Medium,1,High,2,2,1,0
348,F,Ship,186,2,medium,F,58,2259,5,3,1,Medium,0,High,4,2,1,0
349,D,Ship,233,4,low,F,44,2551,4,5,1,Medium,0,High,3,2,0,0
350,F,Ship,161,3,low,M,47,1954,5,1,1,Light,0,High,4,2,0,1
351,A,Ship,188,3,low,F,13,2409,4,5,1,Medium,0,Medium,0,2,0,0
352,B,Ship,171,2,medium,F,22,1695,5,5,1,Light,0,Medium,1,2,1,0
353,C,Ship,267,3,medium,M,15,2481,2,2,1,Medium,1,Medium,2,2,1,1
354,F,Ship,255,2,high,M,47,2956,4,3,1,Medium,1,High,4,2,2,1
355,D,Ship,132,3,low,F,56,1303,3,2,1,Light,0,High,3,2,0,0
356,F,Ship,266,3,low,F,31,3157,5,1,1,Medium,1,High,4,2,0,0
357,A,Ship,198,2,low,M,25,2774,3,4,1,Medium,0,Medium,0,2,0,1
358,B,Ship,247,2,medium,F,62,3127,2,3,1,Medium,0,High,1,2,1,0
359,C,Ship,140,3,medium,F,65,1291,3,1,1,Light,0,High,2,2,1,0
360,F,Ship,131,5,low,M,6,1659,4,3,1,Light,0,Low,4,2,0,1
361,D,Ship,246,3,medium,M,49,3236,5,2,1,Medium,0,High,3,2,1,1
362,F,Ship,159,3,medium,F,4,1681,3,2,1,Light,0,Low,4,2,1,0
363,A,Ship,203,2,medium,M,61,3642,3,5,1,Medium,0,High,0,2,1,1
364,B,Ship,187,4,high,F,29,3141,4,3,1,Medium,0,Medium,1,2,2,0
365,C,Ship,146,3,low,F,62,1936,6,2,1,Light,0,High,2,2,0,0
366,F,Ship,234,3,medium,M,39,2099,3,2,1,Medium,0,High,4,2,1,1
367,D,Ship,122,3,high,F,15,1354,3,4,1,Light,0,Medium,3,2,2,0
368,F,Ship,135,3,low,M,8,1074,3,3,1,Light,0,Low,4,2,0,1
369,A,Ship,103,3,low,M,3,1403,3,5,1,Light,0,Low,0,2,0,1
370,B,Ship,257,3,medium,F,19,2173,3,5,1,Medium,1,Medium,1,2,1,0
371,C,Ship,169,2,low,M,2,1399,4,3,1,Light,0,Low,2,2,0,1
372,F,Ship,159,3,medium,M,18,1808,4,5,1,Light,0,Medium,4,2,1,1
373,D,Ship,188,3,low,M,38,3031,4,5,1,Medium,0,High,3,2,0,1
374,F,Ship,136,3,medium,M,19,1420,5,1,1,Light,0,Medium,4,2,1,1
375,A,Ship,227,3,low,F,19,3007,5,1,1,Medium,0,Medium,0,2,0,0
376,B,Ship,262,2,low,F,53,3275,3,5,1,Medium,1,High,1,2,0,0
377,C,Ship,157,2,low,M,45,1965,2,3,1,Light,0,High,2,2,0,1
378,F,Ship,238,2,medium,F,21,2053,5,3,1,Medium,0,Medium,4,2,1,0
379,D,Ship,152,3,low,M,43,1282,3,5,1,Light,0,High,3,2,0,1
380,F,Ship,201,3,medium,M,5,2040,3,2,1,Medium,0,Low,4,2,1,1
381,A,Ship,148,2,low,M,54,1778,3,4,1,Light,0,High,0,2,0,1
382,B,Ship,199,4,low,F,59,2885,5,2,1,Medium,0,High,1,2,0,0
383,C,Ship,215,2,low,F,45,3501,5,4,1,Medium,0,High,2,2,0,0
384,F,Ship,175,2,low,M,40,1270,4,5,1,Light,0,High,4,2,0,1
385,D,Road,236,2,high,M,23,3123,4,3,1,Medium,0,Medium,3,1,2,1
386,F,Road,182,2,medium,F,57,2896,2,5,1,Medium,0,High,4,1,1,0
387,A,Road,251,3,medium,M,42,3698,3,1,1,Medium,1,High,0,1,1,1
388,B,Road,173,3,low,F,7,1855,5,2,1,Light,0,Low,1,1,0,0
389,C,Road,225,3,low,F,62,2587,4,3,1,Medium,0,High,2,1,0,0
390,F,Road,167,4,low,F,20,1705,4,2,1,Light,0,Medium,4,1,0,0
391,D,Road,259,3,low,M,20,2154,4,1,1,Medium,1,Medium,3,1,0,1
392,F,Road,178,3,medium,F,63,1573,4,1,1,Light,0,High,4,1,1,0
393,A,Road,178,4,medium,F,13,1614,4,4,1,Light,0,Medium,0,1,1,0
394,B,Road,169,2,low,F,20,1765,5,4,1,Light,0,Medium,1,1,0,0
395,C,Road,272,2,low,M,33,2321,3,2,1,Medium,1,High,2,1,0,1
396,F,Road,183,3,low,M,29,3251,4,4,1,Medium,0,Medium,4,1,0,1
397,D,Road,205,3,low,F,10,2728,3,4,1,Medium,0,Low,3,1,0,0
398,F,Road,123,4,low,F,53,1036,2,1,1,Light,0,High,4,1,0,0
399,A,Road,152,3,low,M,58,1453,4,3,1,Light,0,High,0,1,0,1
400,B,Road,220,2,high,F,40,3773,3,1,1,Medium,0,High,1,1,2,0
401,C,Road,134,3,low,M,51,1965,4,3,1,Light,0,High,2,1,0,1
402,F,Road,217,2,high,M,19,2992,3,2,1,Medium,0,Medium,4,1,2,1
403,D,Road,265,3,low,F,49,2791,3,2,1,Medium,1,High,3,1,0,0
404,F,Road,249,5,medium,M,36,3836,4,2,1,Medium,0,High,4,1,1,1
405,A,Road,213,4,medium,F,50,2003,5,3,1,Medium,0,High,0,1,1,0
406,B,Road,124,3,low,F,56,1494,2,2,1,Light,0,High,1,1,0,0
407,C,Flight,180,2,low,M,23,1193,4,1,1,Light,0,Medium,2,0,0,1
408,F,Flight,193,3,medium,M,65,2267,4,5,1,Medium,0,High,4,0,1,1
409,D,Flight,192,3,medium,M,43,3339,3,2,1,Medium,0,High,3,0,1,1
410,F,Flight,166,3,medium,M,3,1832,2,5,1,Light,0,Low,4,0,1,1
411,A,Flight,264,3,medium,M,5,3861,3,2,1,Medium,1,Low,0,0,1,1
412,B,Flight,200,2,medium,M,14,3528,3,4,1,Medium,0,Medium,1,0,1,1
413,C,Flight,142,4,medium,M,12,1396,4,3,1,Light,0,Medium,2,0,1,1
414,F,Flight,215,2,low,M,32,3066,4,1,1,Medium,0,High,4,0,0,1
415,D,Flight,218,2,low,M,15,2745,2,1,1,Medium,0,Medium,3,0,0,1
416,F,Flight,115,3,low,F,27,1814,3,2,1,Light,0,Medium,4,0,0,0
417,A,Flight,159,3,low,M,33,1330,4,3,1,Light,0,High,0,0,0,1
418,B,Flight,133,3,low,M,63,1218,5,5,1,Light,0,High,1,0,0,1
419,C,Flight,178,3,low,M,48,1517,5,2,1,Light,0,High,2,0,0,1
420,F,Flight,134,2,low,F,43,1714,4,2,1,Light,0,High,4,0,0,0
421,D,Flight,184,5,medium,F,58,2544,3,1,1,Medium,0,High,3,0,1,0
422,F,Flight,251,2,medium,M,24,2405,4,2,1,Medium,1,Medium,4,0,1,1
423,A,Flight,141,3,low,M,7,1933,3,2,1,Light,0,Low,0,0,0,1
424,B,Flight,229,2,medium,M,45,3776,4,4,1,Medium,0,High,1,0,1,1
425,C,Flight,203,4,low,M,34,3813,4,1,1,Medium,0,High,2,0,0,1
426,F,Flight,158,3,medium,F,57,1911,4,3,1,Light,0,High,4,0,1,0
427,D,Flight,167,3,medium,M,52,1755,3,4,1,Light,0,High,3,0,1,1
428,F,Flight,197,4,low,F,40,3303,5,4,1,Medium,0,High,4,0,0,0
429,A,Ship,140,3,low,F,19,1806,2,2,1,Light,0,Medium,0,2,0,0
430,B,Ship,205,2,medium,M,27,3569,5,1,1,Medium,0,Medium,1,2,1,1
431,C,Ship,208,3,low,F,45,2018,5,5,1,Medium,0,High,2,2,0,0
432,F,Ship,96,3,low,M,22,1294,4,2,1,Light,0,Medium,4,2,0,1
433,D,Ship,205,3,low,F,44,2064,6,4,1,Medium,0,High,3,2,0,0
434,F,Ship,215,3,medium,F,48,2953,4,2,1,Medium,0,High,4,2,1,0
435,A,Ship,216,3,low,F,43,2643,4,1,1,Medium,0,High,0,2,0,0
436,B,Ship,112,2,high,M,22,1846,3,1,1,Light,0,Medium,1,2,2,1
437,C,Ship,222,3,low,F,20,3632,5,4,1,Medium,0,Medium,2,2,0,0
438,F,Ship,186,3,medium,F,15,2153,5,2,1,Medium,0,Medium,4,2,1,0
439,D,Ship,241,3,medium,M,48,2841,3,5,1,Medium,0,High,3,2,1,1
440,F,Ship,172,3,low,F,58,1269,3,3,1,Light,0,High,4,2,0,0
441,A,Ship,251,2,high,M,23,2426,3,5,1,Medium,1,Medium,0,2,2,1
442,B,Ship,190,3,high,M,45,2628,5,3,1,Medium,0,High,1,2,2,1
443,C,Ship,186,2,medium,F,48,2805,4,3,1,Medium,0,High,2,2,1,0
444,F,Ship,207,2,medium,M,35,2596,4,4,1,Medium,0,High,4,2,1,1
445,D,Ship,135,3,low,F,19,1366,3,3,1,Light,0,Medium,3,2,0,0
446,F,Ship,189,2,medium,F,18,2955,4,4,1,Medium,0,Medium,4,2,1,0
447,A,Ship,173,5,medium,F,51,1691,4,4,1,Light,0,High,0,2,1,0
448,B,Ship,194,3,medium,M,3,2169,3,4,1,Medium,0,Low,1,2,1,1
449,C,Ship,183,3,low,M,19,3018,3,1,1,Medium,0,Medium,2,2,0,1
450,F,Ship,140,2,low,F,22,1248,4,3,1,Light,0,Medium,4,2,0,0
451,D,Ship,244,3,medium,F,55,2782,4,4,1,Medium,0,High,3,2,1,0
452,F,Ship,189,4,low,M,34,3355,2,3,1,Medium,0,High,4,2,0,1
453,A,Ship,157,2,medium,M,53,1390,3,2,1,Light,0,High,0,2,1,1
454,B,Ship,275,10,medium,F,23,2726,4,1,1,Medium,1,Medium,1,2,1,0
455,C,Ship,133,3,low,F,53,1467,4,5,1,Light,0,High,2,2,0,0
456,F,Ship,149,3,medium,M,54,1178,4,1,1,Light,0,High,4,2,1,1
457,D,Ship,254,2,high,M,17,3153,3,3,1,Medium,1,Medium,3,2,2,1
458,F,Ship,145,8,low,F,15,1429,3,4,1,Light,0,Medium,4,2,0,0
459,A,Ship,179,5,low,F,52,1991,3,2,1,Light,0,High,0,2,0,0
460,B,Ship,168,3,low,M,26,1526,5,2,1,Light,0,Medium,1,2,0,1
461,C,Ship,202,3,medium,F,18,3940,4,1,1,Medium,0,Medium,2,2,1,0
462,F,Ship,220,7,low,M,43,2620,3,4,1,Medium,0,High,4,2,0,1
463,D,Ship,244,8,low,M,1,2703,3,4,1,Medium,0,Low,3,2,0,1
464,F,Ship,186,7,medium,F,40,3111,4,2,1,Medium,0,High,4,2,1,0
465,A,Ship,263,8,medium,M,24,3139,5,2,1,Medium,1,Medium,0,2,1,1
466,B,Ship,294,4,low,F,15,1318,3,2,1,Light,1,Medium,1,2,0,0
467,C,Ship,226,2,medium,F,2,1043,3,5,1,Light,0,Low,2,2,1,0
468,F,Ship,173,5,medium,F,2,1175,4,4,1,Light,0,Low,4,2,1,0
469,D,Ship,194,3,medium,F,10,2277,3,5,1,Medium,0,Low,3,2,1,0
470,F,Ship,183,3,low,F,2,3459,3,5,1,Medium,0,Low,4,2,0,0
471,A,Ship,140,2,low,M,61,1770,4,1,1,Light,0,High,0,2,0,1
472,B,Ship,244,3,medium,M,8,3318,4,3,1,Medium,0,Low,1,2,1,1
473,C,Ship,189,4,low,M,9,3413,2,2,1,Medium,0,Low,2,2,0,1
474,F,Ship,157,2,medium,F,39,1525,3,1,1,Light,0,High,4,2,1,0
475,D,Ship,275,10,medium,M,10,2093,4,3,1,Medium,1,Low,3,2,1,1
476,F,Ship,133,3,low,M,59,1092,4,5,1,Light,0,High,4,2,0,1
477,A,Ship,149,3,medium,M,26,1863,4,2,1,Light,0,Medium,0,2,1,1
478,B,Ship,254,2,high,F,41,3973,3,4,1,Medium,1,High,1,2,2,0
479,C,Ship,145,8,low,F,24,1594,3,4,1,Light,0,Medium,2,2,0,0
480,F,Ship,179,5,low,M,56,1113,3,5,1,Light,0,High,4,2,0,1
481,D,Ship,168,3,low,F,13,1317,5,4,1,Light,0,Medium,3,2,0,0
482,F,Ship,202,3,medium,F,46,3181,4,5,1,Medium,0,High,4,2,1,0
483,A,Ship,220,7,low,M,25,2141,3,3,1,Medium,0,Medium,0,2,0,1
484,B,Ship,244,8,low,F,50,3562,3,2,1,Medium,0,High,1,2,0,0
485,C,Ship,186,7,medium,F,30,2062,4,3,1,Medium,0,Medium,2,2,1,0
486,F,Ship,263,8,medium,F,9,2236,5,5,1,Medium,1,Low,4,2,1,0
487,D,Ship,294,4,low,F,25,1498,3,1,1,Light,1,Medium,3,2,0,0
488,F,Ship,139,3,low,F,56,1811,4,1,1,Light,0,High,4,2,0,0
489,A,Ship,192,3,low,M,46,1550,7,5,1,Light,0,High,0,2,0,1
490,B,Ship,235,3,low,M,5,3065,3,3,1,Medium,0,Low,1,2,0,1
491,C,Ship,176,3,low,F,15,1996,2,1,1,Light,0,Medium,2,2,0,0
492,F,Ship,224,3,low,F,34,2627,5,4,1,Medium,0,High,4,2,0,0
493,D,Ship,128,3,medium,F,51,1524,3,4,1,Light,0,High,3,2,1,0
494,F,Ship,226,5,low,M,47,2240,5,4,1,Medium,0,High,4,2,0,1
495,A,Ship,160,5,medium,F,16,1526,5,1,1,Light,0,Medium,0,2,1,0
496,B,Ship,197,5,low,M,45,2224,3,1,1,Medium,0,High,1,2,0,1
497,C,Ship,216,3,low,F,12,2273,4,2,1,Medium,0,Medium,2,2,0,0
498,F,Ship,199,2,low,M,9,3075,4,4,1,Medium,0,Low,4,2,0,1
499,D,Ship,271,2,low,M,27,3957,5,5,1,Medium,1,Medium,3,2,0,1
500,F,Ship,201,3,low,F,47,2657,5,1,1,Medium,0,High,4,2,0,0
501,A,Ship,212,2,low,M,33,2021,3,4,1,Medium,0,High,0,2,0,1
502,B,Ship,177,3,low,M,10,1641,3,2,1,Light,0,Low,1,2,0,1
503,C,Ship,191,4,medium,F,43,2903,3,4,1,Medium,0,High,2,2,1,0
504,F,Ship,174,3,low,M,30,1986,3,2,1,Light,0,Medium,4,2,0,1
505,D,Ship,162,2,low,F,14,1045,5,3,1,Light,0,Medium,3,2,0,0
506,F,Ship,219,2,low,F,39,2696,3,1,1,Medium,0,High,4,2,0,0
507,A,Ship,155,3,medium,F,35,1421,4,4,1,Light,0,High,0,2,1,0
508,B,Ship,230,3,medium,F,3,2923,5,3,1,Medium,0,Low,1,2,1,0
509,C,Ship,192,2,medium,F,36,2497,4,5,1,Medium,0,High,2,2,1,0
510,F,Ship,235,3,low,M,14,2984,5,2,1,Medium,0,Medium,4,2,0,1
511,D,Ship,200,3,low,M,46,3642,3,2,1,Medium,0,High,3,2,0,1
512,F,Ship,172,3,medium,M,65,1667,5,2,1,Light,0,High,4,2,1,1
513,A,Ship,160,4,low,F,6,1603,5,4,1,Light,0,Low,0,2,0,0
514,B,Ship,250,5,low,M,12,2722,5,3,1,Medium,0,Medium,1,2,0,1
515,C,Ship,174,3,low,M,9,1682,4,2,1,Light,0,Low,2,2,0,1
516,F,Ship,204,3,high,F,54,3608,3,2,1,Medium,0,High,4,2,2,0
517,D,Ship,274,3,medium,F,51,3476,3,5,1,Medium,1,High,3,2,1,0
518,F,Ship,262,2,medium,F,62,3744,5,5,1,Medium,1,High,4,2,1,0
519,A,Ship,138,3,medium,M,23,1785,4,5,1,Light,0,Medium,0,2,1,1
520,B,Ship,215,3,medium,F,2,3873,3,1,1,Medium,0,Low,1,2,1,0
521,C,Ship,145,2,low,F,34,1773,3,1,1,Light,0,High,2,2,0,0
522,F,Road,149,2,medium,M,56,1141,4,5,1,Light,0,High,4,1,1,1
523,D,Road,212,2,medium,M,38,2359,6,5,1,Medium,0,High,3,1,1,1
524,F,Road,155,3,medium,F,47,1193,3,1,1,Light,0,High,4,1,1,0
525,A,Road,154,3,low,M,40,1238,5,2,1,Light,0,High,0,1,0,1
526,B,Road,249,3,medium,M,51,2173,3,3,1,Medium,0,High,1,1,1,1
527,C,Road,206,2,low,M,2,3490,5,1,1,Medium,0,Low,2,1,0,1
528,F,Road,235,3,medium,F,22,2015,4,5,1,Medium,0,Medium,4,1,1,0
529,D,Road,261,3,medium,F,8,3257,5,5,1,Medium,1,Low,3,1,1,0
530,F,Road,243,4,high,F,22,3537,6,1,1,Medium,0,Medium,4,1,2,0
531,A,Road,237,2,high,M,26,3103,3,2,1,Medium,0,Medium,0,1,2,1
532,B,Road,179,2,low,F,19,1900,2,4,1,Light,0,Medium,1,1,0,0
533,C,Road,192,3,low,F,43,3498,4,3,1,Medium,0,High,2,1,0,0
534,F,Road,141,3,medium,F,39,1838,3,1,1,Light,0,High,4,1,1,0
535,D,Road,245,3,low,F,61,2188,3,2,1,Medium,0,High,3,1,0,0
536,F,Road,177,4,medium,F,32,1774,4,4,1,Light,0,High,4,1,1,0
537,A,Road,154,4,high,F,17,1897,2,3,1,Light,0,Medium,0,1,2,0
538,B,Road,228,3,medium,F,12,3359,4,4,1,Medium,0,Medium,1,1,1,0
539,C,Road,207,6,high,F,24,3702,3,3,1,Medium,0,Medium,2,1,2,0
540,F,Road,266,4,medium,F,33,2701,4,4,1,Medium,1,High,4,1,1,0
541,D,Road,172,3,medium,F,42,1707,3,3,1,Light,0,High,3,1,1,0
542,F,Road,142,3,low,F,35,1512,4,3,1,Light,0,High,4,1,0,0
543,A,Road,218,3,low,F,40,3200,4,5,1,Medium,0,High,0,1,0,0
544,B,Flight,231,2,low,M,46,2962,3,3,1,Medium,0,High,1,0,0,1
545,C,Flight,180,3,low,F,47,1434,4,2,1,Light,0,High,2,0,0,0
546,F,Flight,168,3,low,M,46,1886,3,1,1,Light,0,High,4,0,0,1
547,D,Flight,147,4,high,F,42,1642,5,5,1,Light,0,High,3,0,2,0
548,F,Flight,245,5,low,M,6,3592,5,4,1,Medium,0,Low,4,0,0,1
549,A,Flight,182,3,medium,M,47,3792,2,4,1,Medium,0,High,0,0,1,1
550,B,Flight,176,3,medium,F,8,1567,3,4,1,Light,0,Low,1,0,1,0
551,C,Flight,197,4,medium,F,51,2917,5,3,1,Medium,0,High,2,0,1,0
552,F,Flight,233,3,medium,M,52,3519,3,5,1,Medium,0,High,4,0,1,1
553,D,Flight,156,2,low,M,8,1145,3,4,1,Light,0,Low,3,0,0,1
554,F,Flight,257,4,medium,F,52,2073,2,3,1,Medium,1,High,4,0,1,0
555,A,Flight,250,3,low,F,11,3373,5,4,1,Medium,0,Medium,0,0,0,0
556,B,Flight,189,5,low,M,3,3301,5,4,1,Medium,0,Low,1,0,0,1
557,C,Flight,255,2,high,M,7,3311,3,3,1,Medium,1,Low,2,0,2,1
558,F,Flight,198,2,medium,M,28,3514,2,3,1,Medium,0,Medium,4,0,1,1
559,D,Flight,164,3,medium,M,15,1489,4,2,1,Light,0,Medium,3,0,1,1
560,F,Flight,271,3,medium,M,32,3785,5,2,1,Medium,1,High,4,0,1,1
561,A,Flight,185,2,medium,F,34,3299,3,1,1,Medium,0,High,0,0,1,0
562,B,Flight,157,6,high,F,17,1764,2,5,1,Light,0,Medium,1,0,2,0
563,C,Flight,137,2,medium,M,17,1673,3,2,1,Light,0,Medium,2,0,1,1
564,F,Flight,229,3,low,M,14,2164,3,3,1,Medium,0,Medium,4,0,0,1
565,D,Flight,234,2,medium,F,39,2449,3,3,1,Medium,0,High,3,0,1,0
566,F,Ship,216,2,low,M,52,3578,4,3,1,Medium,0,High,4,2,0,1
567,A,Ship,163,4,low,F,20,1940,3,1,1,Light,0,Medium,0,2,0,0
568,B,Ship,268,3,low,M,19,2526,5,2,1,Medium,1,Medium,1,2,0,1
569,C,Ship,205,5,medium,M,35,2988,3,3,1,Medium,0,High,2,2,1,1
570,F,Ship,265,2,medium,F,18,2969,4,5,1,Medium,1,Medium,4,2,1,0
571,D,Ship,236,3,medium,M,3,3416,2,2,1,Medium,0,Low,3,2,1,1
572,F,Ship,132,3,low,M,63,1901,4,1,1,Light,0,High,4,2,0,1
573,A,Ship,234,2,medium,M,46,3108,3,4,1,Medium,0,High,0,2,1,1
574,B,Ship,108,6,low,F,22,1745,4,3,1,Light,0,Medium,1,2,0,0
575,C,Ship,276,2,low,M,54,3706,4,2,1,Medium,1,High,2,2,0,1
576,F,Ship,179,4,low,M,1,1063,4,2,1,Light,0,Low,4,2,0,1
577,D,Ship,230,3,medium,M,40,2225,4,1,1,Medium,0,High,3,2,1,1
578,F,Ship,210,3,medium,F,43,2096,3,2,1,Medium,0,High,4,2,1,0
579,A,Ship,173,3,low,F,15,1992,3,2,1,Light,0,Medium,0,2,0,0
580,B,Ship,201,3,medium,F,29,3894,2,5,1,Medium,0,Medium,1,2,1,0
581,C,Ship,214,2,low,M,21,3342,3,3,1,Medium,0,Medium,2,2,0,1
582,F,Ship,216,2,medium,F,22,3024,4,2,1,Medium,0,Medium,4,2,1,0
583,D,Ship,144,3,medium,M,61,1313,2,5,1,Light,0,High,3,2,1,1
584,F,Ship,182,3,medium,F,27,3039,5,5,1,Medium,0,Medium,4,2,1,0
585,A,Ship,163,2,medium,F,48,1369,3,3,1,Light,0,High,0,2,1,0
586,B,Ship,234,3,medium,F,8,2334,3,3,1,Medium,0,Low,1,2,1,0
587,C,Ship,158,3,high,F,59,1307,3,2,1,Light,0,High,2,2,2,0
588,F,Ship,194,2,medium,M,4,3496,3,5,1,Medium,0,Low,4,2,1,1
589,D,Ship,201,6,medium,F,3,2497,3,1,1,Medium,0,Low,3,2,1,0
590,F,Ship,178,2,medium,F,59,1933,3,2,1,Light,0,High,4,2,1,0
591,A,Ship,214,5,medium,M,51,2669,4,1,1,Medium,0,High,0,2,1,1
592,B,Ship,281,2,medium,M,55,3047,3,3,1,Medium,1,High,1,2,1,1
593,C,Ship,260,3,medium,F,2,2176,3,2,1,Medium,1,Low,2,2,1,0
594,F,Ship,200,2,medium,F,46,3174,3,2,1,Medium,0,High,4,2,1,0
595,D,Ship,209,2,high,F,49,2581,5,3,1,Medium,0,High,3,2,2,0
596,F,Ship,185,3,low,M,61,3280,3,1,1,Medium,0,High,4,2,0,1
597,A,Ship,230,3,low,F,62,2236,4,3,1,Medium,0,High,0,2,0,0
598,B,Ship,134,3,medium,F,31,1540,3,4,1,Light,0,High,1,2,1,0
599,C,Ship,270,2,low,F,34,2821,4,5,1,Medium,1,High,2,2,0,0
600,F,Ship,140,3,medium,F,1,1464,4,1,1,Light,0,Low,4,2,1,0
601,D,Ship,133,5,medium,M,32,1367,6,3,1,Light,0,High,3,2,1,1
602,F,Ship,145,3,medium,M,44,1218,3,4,1,Light,0,High,4,2,1,1
603,A,Ship,206,3,medium,M,58,2135,4,3,1,Medium,0,High,0,2,1,1
604,B,Ship,162,2,low,F,52,1125,3,1,1,Light,0,High,1,2,0,0
605,C,Ship,187,2,low,F,58,3665,4,3,1,Medium,0,High,2,2,0,0
606,F,Ship,166,5,low,F,54,1203,4,4,1,Light,0,High,4,2,0,0
607,D,Ship,178,3,low,F,48,1819,4,5,1,Light,0,High,3,2,0,0
608,F,Ship,167,2,high,F,34,1967,3,1,1,Light,0,High,4,2,2,0
609,A,Ship,224,3,high,M,60,3145,4,4,1,Medium,0,High,0,2,2,1
610,B,Ship,158,3,medium,M,11,1224,4,4,1,Light,0,Medium,1,2,1,1
611,C,Ship,134,2,medium,M,43,1198,3,4,1,Light,0,High,2,2,1,1
612,F,Ship,147,2,medium,F,20,1387,4,2,1,Light,0,Medium,4,2,1,0
613,D,Ship,187,3,low,M,61,2207,4,3,1,Medium,0,High,3,2,0,1
614,F,Ship,247,2,medium,F,18,2404,4,5,1,Medium,0,Medium,4,2,1,0
615,A,Ship,182,4,high,M,20,2212,5,4,1,Medium,0,Medium,0,2,2,1
616,B,Ship,177,4,medium,F,33,1049,4,1,1,Light,0,High,1,2,1,0
617,C,Ship,143,2,high,F,18,1066,5,5,1,Light,0,Medium,2,2,2,0
618,F,Ship,245,2,medium,F,8,3231,5,3,1,Medium,0,Low,4,2,1,0
619,D,Ship,133,4,medium,M,64,1834,4,1,1,Light,0,High,3,2,1,1
620,F,Ship,224,2,low,M,13,3891,3,5,1,Medium,0,Medium,4,2,0,1
621,A,Ship,265,2,low,F,50,3859,2,5,1,Medium,1,High,0,2,0,0
622,B,Ship,138,2,low,M,28,1528,4,1,1,Light,0,Medium,1,2,0,1
623,C,Ship,253,3,low,M,6,3788,3,4,1,Medium,1,Low,2,2,0,1
624,F,Ship,165,3,medium,M,51,1293,4,1,1,Light,0,High,4,2,1,1
625,D,Ship,265,3,low,F,65,3578,4,3,1,Medium,1,High,3,2,0,0
626,F,Ship,238,3,high,F,54,3142,3,2,1,Medium,0,High,4,2,2,0
627,A,Ship,236,3,low,F,51,3402,5,2,1,Medium,0,High,0,2,0,0
628,B,Ship,190,5,high,F,38,3022,4,2,1,Medium,0,High,1,2,2,0
629,C,Ship,104,4,medium,F,23,1442,6,1,1,Light,0,Medium,2,2,1,0
630,F,Ship,245,2,low,F,19,2616,4,5,1,Medium,0,Medium,4,2,0,0
631,D,Ship,155,3,medium,F,27,1022,3,1,1,Light,0,Medium,3,2,1,0
632,F,Ship,233,3,low,M,63,2143,3,2,1,Medium,0,High,4,2,0,1
633,A,Ship,171,4,low,F,55,1539,4,3,1,Light,0,High,0,2,0,0
